GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJWME001,AJWNE001,AJWNE002,AJWNE003,AJWNE004,AJWNE005,AJWNE006,AJWNE007,AJWNE008,AJWNE009,AJWNE010,AJWVE001,AJWVE002,AJWVE003,AJWVE004,AJWVE005,AJWVE006,AJWVE007,AJWVE008,AJWVE009,AJWVE010,AJWVE011,AJWVE012,AJWVE013,AJWVE014,AJWVE015,AJWVE016,AJWVE017,AJWVE018,AJWVE019,AJWVE020,AJWVE021,AJWWE001,AJWWE002,AJWWE003,AJXCE001,AJXCE002,AJXCE003,AJXCE004,AJXCE005,AJXCE006,AJXCE007,AJXCE008,AJXCE009,AJXCE010,AJXCE011,AJXCE012,AJXCE013,AJXCE014,AJXCE015,AJXCE016,AJXCE017,AJXCE018,AJXCE019,AJXCE020,AJXCE021,AJXKE001,AJXKE002,AJXKE003,AJXKE004,AJXKE005,AJXKE006,AJXKE007,AJXKE008,AJXKE009,AJYPE001,AJYPE002,AJYPE003,AJYPE004,AJYPE005,AJYPE006,AJYPE007,AJYPE008,AJYPE009,AJYPE010,AJYPE011,AJYPE012,AJYPE013,AJYPE014,AJYPE015,AJYPE016,AJYPE017,AJYPE018,AJYPE019,AJYPE020,AJYPE021,AJYPE022,AJYPE023,AJYPE024,AJYPE025,AJY4E001,AJY4E002,AJY4E003,AJY4E004,AJY4E005,AJY4E006,AJY4E007,AJY4E008,AJY9E001,AJY9E002,AJY9E003,AJY9E004,AJY9E005,AJY9E006,AJY9E007,AJY9E008,AJY9E009,AJY9E010,AJY9E011,AJY9E012,AJY9E013,AJY9E014,AJY9E015,AJY9E016,AJY9E017,AJZAE001,NAME_M,AJWMM001,AJWNM001,AJWNM002,AJWNM003,AJWNM004,AJWNM005,AJWNM006,AJWNM007,AJWNM008,AJWNM009,AJWNM010,AJWVM001,AJWVM002,AJWVM003,AJWVM004,AJWVM005,AJWVM006,AJWVM007,AJWVM008,AJWVM009,AJWVM010,AJWVM011,AJWVM012,AJWVM013,AJWVM014,AJWVM015,AJWVM016,AJWVM017,AJWVM018,AJWVM019,AJWVM020,AJWVM021,AJWWM001,AJWWM002,AJWWM003,AJXCM001,AJXCM002,AJXCM003,AJXCM004,AJXCM005,AJXCM006,AJXCM007,AJXCM008,AJXCM009,AJXCM010,AJXCM011,AJXCM012,AJXCM013,AJXCM014,AJXCM015,AJXCM016,AJXCM017,AJXCM018,AJXCM019,AJXCM020,AJXCM021,AJXKM001,AJXKM002,AJXKM003,AJXKM004,AJXKM005,AJXKM006,AJXKM007,AJXKM008,AJXKM009,AJYPM001,AJYPM002,AJYPM003,AJYPM004,AJYPM005,AJYPM006,AJYPM007,AJYPM008,AJYPM009,AJYPM010,AJYPM011,AJYPM012,AJYPM013,AJYPM014,AJYPM015,AJYPM016,AJYPM017,AJYPM018,AJYPM019,AJYPM020,AJYPM021,AJYPM022,AJYPM023,AJYPM024,AJYPM025,AJY4M001,AJY4M002,AJY4M003,AJY4M004,AJY4M005,AJY4M006,AJY4M007,AJY4M008,AJY9M001,AJY9M002,AJY9M003,AJY9M004,AJY9M005,AJY9M006,AJY9M007,AJY9M008,AJY9M009,AJY9M010,AJY9M011,AJY9M012,AJY9M013,AJY9M014,AJY9M015,AJY9M016,AJY9M017,AJZAM001
"G300","2014-2018",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montana",1041732,1041732,925642,4630,67289,7947,757,6032,29435,1798,27637,1041732,1002713,898953,4348,64643,7806,706,486,25771,495,25276,39019,26689,282,2646,141,51,5546,3664,1303,2361,1041732,1002713,39019,499849,426229,378154,48075,35214,7476,3328,1126,931,3852,3702,14,34,7,95,312,842,6305,25889,3917,32503,423240,260229,208772,51457,17551,33906,163011,130033,32978,714267,3151,73,110,118,71,177,123,115,906,1257,8219,5420,9196,11682,7990,175345,33551,48081,121715,64097,148624,52011,13166,9069,1016407,60777,78286,51207,47346,72351,31257,675183,423240,27058,22449,21411,23392,23565,23372,21503,21227,18170,35694,45157,51580,34101,19422,18200,16939,52559,"Montana",0,0,1128,379,1157,472,171,764,1212,320,1159,0,84,234,317,1013,484,168,193,1129,173,1098,84,1083,173,503,72,46,714,477,258,388,0,84,84,2992,2967,3196,1857,1610,719,484,224,200,436,428,22,42,10,56,154,189,598,1039,396,1198,2033,2518,2180,1492,879,1116,2369,2136,1263,774,311,44,57,65,77,70,70,63,213,270,588,447,593,752,532,2595,1211,1355,2058,1776,2617,1403,795,672,675,2551,2726,2781,2198,2776,1809,5317,2033,1121,904,1048,931,980,878,858,948,809,1188,1418,1245,1212,847,797,762,587
"G310","2014-2018",,,"Nebraska","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nebraska",1904760,1904760,1666463,90860,17282,44105,1392,36058,48600,5440,43160,1904760,1701479,1512314,88442,13918,43839,1091,1982,39893,785,39108,203281,154149,2418,3364,266,301,34076,8707,4655,4052,1904760,1701479,203281,980914,892182,803715,88467,66514,12859,5605,2525,964,6531,6131,107,130,38,125,641,1142,4198,26141,6535,43544,754063,484034,379707,104327,31450,72877,270029,219665,50364,1242463,14848,294,354,578,1189,2324,1731,2200,9892,3036,12782,12395,14933,18242,15941,283361,43188,93059,192857,130043,258291,92723,21949,16253,1850245,90684,123106,79463,75339,119961,52049,1309643,754063,40512,31484,33014,36057,36302,37232,36912,35040,32310,63275,82615,103433,71539,42044,38623,33671,59116,"Nebraska",0,0,2861,1359,866,900,245,2562,1983,809,1743,0,35,436,1204,563,886,199,413,1567,240,1554,36,2776,457,584,132,132,2494,968,715,599,0,35,36,3351,3339,3202,2037,1797,776,550,420,198,485,477,76,65,27,70,171,207,499,895,553,1256,2749,2568,2831,1722,990,1519,2257,2232,1132,734,855,180,133,259,278,357,316,334,697,423,783,679,749,924,760,2752,1163,1642,2336,1934,2903,1926,866,739,784,3000,3554,2852,2422,4054,2785,6426,2749,1308,948,1023,1083,1185,1212,1406,1165,1001,1331,1585,1750,1340,1191,1164,925,346
"G320","2014-2018",,,"Nevada","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada",2922849,2922849,1935103,261123,35845,234693,19352,296234,140499,23442,117057,2922849,2091252,1458093,249967,26355,229928,17703,8693,100513,2615,97898,831597,477010,11156,9490,4765,1649,287541,39986,20827,19159,2922849,2091252,831597,1351950,1196476,1056958,139518,106309,19212,7113,4757,2127,46574,45986,204,270,45,69,936,4435,5242,25750,18999,53538,1075930,683185,477255,205930,68216,137714,392745,307649,85096,2001450,32255,399,619,1091,2473,6471,4203,7284,35153,7743,16212,32977,31574,42967,52742,483098,80131,149930,365081,163699,317510,116743,32676,18419,2881404,183649,209782,142183,139395,204346,88237,1913812,1075930,66099,42870,46175,52503,52723,55785,52494,52288,46946,89534,116327,143651,94826,56822,56228,50659,57598,"Nevada",0,0,5795,2592,1365,2272,634,6291,4035,1673,3640,0,0,837,2226,823,2146,556,1072,3351,429,3338,0,5643,1164,1197,737,379,6142,2349,1599,1660,0,0,0,5308,6053,6487,3740,3067,1267,804,641,358,2048,2064,119,118,42,50,220,495,582,1334,1151,1663,3357,3919,4060,2948,2058,2599,3477,3146,1707,398,1366,142,206,250,387,711,440,709,1555,666,1071,1410,1348,1474,1450,4928,2011,3131,4538,2531,4126,2379,1050,771,891,4778,6173,4461,4917,6076,4373,10633,3357,1726,1450,1509,1706,1260,1403,1773,1603,1489,1800,2425,2577,1835,1472,1643,1305,408
"G330","2014-2018",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Hampshire",1343622,1343622,1250014,20516,2090,36124,359,6629,27890,2657,25233,1343622,1295266,1214547,17622,1838,35848,270,1323,23818,845,22973,48356,35467,2894,252,276,89,5306,4072,1812,2260,1343622,1295266,48356,707037,627473,571653,55820,44710,7034,2554,932,590,5806,4727,161,204,654,60,604,977,1833,19003,6079,45262,528078,348905,277398,71507,23544,47963,179173,137426,41747,952115,5568,147,182,121,187,506,463,805,1809,2317,9071,8978,12884,12956,11613,223340,39665,58100,119591,96387,213277,101226,19032,13890,1300664,46012,56340,35153,38028,58680,26844,1039607,528078,19962,17120,19075,19686,19732,21875,19149,19683,18692,38093,54158,73982,58038,39393,44900,44540,74057,"New Hampshire",0,0,1368,952,304,772,150,844,1244,498,1115,0,209,471,722,290,770,86,407,1031,268,1021,209,1250,661,122,145,122,734,665,429,555,0,209,209,3405,3488,3254,1785,1384,756,472,287,165,627,584,129,83,186,38,174,243,308,1005,561,1460,2194,2183,2717,1789,1100,1537,2057,1998,1368,482,477,82,114,98,103,183,190,187,327,391,646,770,978,788,694,3307,1430,1607,2320,1728,2907,2199,1035,768,477,1939,2557,2091,2177,2640,1808,5240,2194,998,814,851,959,889,955,968,893,1021,1357,1494,1862,1637,1267,1260,1217,714
"G340","2014-2018",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Jersey",8881845,8881845,6031747,1196764,18649,832403,3357,567976,230949,53267,177682,8881845,7113825,4960005,1129257,9599,826944,2255,36881,148884,14595,134289,1768020,1071742,67507,9050,5459,1102,531095,82065,38672,43393,8881845,7113825,1768020,4303118,3416225,3071526,344699,250730,49270,21321,13770,9608,494549,266138,3918,88728,125090,10675,14179,2305,12560,125663,49207,188430,3213362,2222368,1646548,575820,155843,419977,990994,829344,161650,6129542,82079,1358,1033,2798,6446,14158,17306,23073,63435,22576,68955,64541,80568,89509,103278,1530024,153544,309670,710066,401069,1457910,671274,158342,96530,8707826,402248,501884,292679,279875,412113,166794,6652233,3213362,165332,106777,118201,121047,115724,113182,107671,106659,98978,200582,279210,389646,322775,240597,310244,416737,79363,"New Jersey",0,0,10067,4168,1458,2588,458,10632,5331,2419,4428,0,0,1670,3129,636,2549,218,2145,3773,1296,3467,0,10049,2926,1310,752,361,10446,3589,2119,2698,0,0,0,9142,9614,8945,5727,4277,1936,1329,1214,793,5347,4126,483,2140,2620,704,1161,396,883,2931,1810,3281,6651,7874,9559,5695,3140,4358,5740,5601,2523,409,2355,251,201,416,618,1116,1146,1221,2623,1342,2209,1959,2047,2235,2454,12472,2942,5139,5755,4375,8080,5993,2247,2131,1216,8884,8505,7177,7211,9319,4953,20406,6651,2692,2148,2351,2538,2613,2286,2468,2476,2393,3061,3515,3878,3932,3351,4256,4224,386
"G350","2014-2018",,,"New Mexico","35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Mexico",2092434,2092434,1558886,43006,199896,31513,1514,190111,67508,23752,43756,2092434,1076683,788308,38016,183408,29571,1046,4056,32278,1754,30524,1015751,770578,4990,16488,1942,468,186055,35230,21998,13232,2092434,1076683,1015751,880271,794374,706167,88207,65854,12845,5113,2906,1489,10139,8942,77,72,1006,42,192,2269,5802,18023,7004,42468,775651,492776,342830,149946,44469,105477,282875,236373,46502,1394280,17383,404,325,782,2016,5977,3606,5358,24840,7415,18617,27363,32409,36887,22176,303626,64861,85994,241381,114664,213129,116002,23589,25476,2050855,181232,229157,121140,115813,149573,62491,1191449,775651,71461,46565,45977,46783,43912,40663,37203,34927,33099,61051,73430,87444,58236,33084,32953,28863,48059,"New Mexico",0,0,5209,1312,1672,1132,339,4935,2907,1689,2222,0,0,639,1067,1162,1019,227,640,1896,344,1831,0,5165,803,1396,502,217,4861,1841,1653,1250,0,0,0,4169,4581,4697,2566,1966,847,604,560,277,947,917,63,50,219,41,83,306,579,1145,726,1598,3254,3146,3353,2598,1540,2138,3530,3350,1477,951,1035,170,113,230,294,667,518,490,1336,655,1192,1592,1391,1328,1205,4251,1934,2333,4081,2737,3285,2409,1007,1008,691,5284,5801,4690,4621,4633,3182,8702,3254,1746,1463,1854,1411,1545,1304,1303,1324,1288,1565,2000,1992,1473,1097,1282,1051,438
"G360","2014-2018",,,"New York","36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New York",19618453,19618453,12514949,3068099,79644,1630341,8017,1718220,599183,146584,452599,19618453,15912865,10959534,2808679,46139,1616028,5591,105032,371862,36006,335856,3705588,1555415,259420,33505,14313,2426,1613188,227321,110578,116743,19618453,15912865,3705588,9246571,5515207,4913896,601311,457762,78364,34011,18855,12319,2591512,533192,9868,1773088,263228,12136,55560,6891,63313,569444,55475,389169,7316537,4634204,3232009,1402195,363682,1038513,2682333,2176387,505946,13606342,264723,3031,4148,9451,19555,40742,39372,70458,159361,65241,181095,202510,226380,251883,301899,3020851,535400,634196,1503643,1184265,2748577,1541679,390755,207127,19108993,1260700,1537285,811241,767466,1064207,435211,13232883,7316537,492408,378399,325767,318683,301819,300327,275108,279709,243067,492299,648570,868488,658357,466265,554471,712800,65323,"New York",0,0,16549,7383,2869,4603,797,20125,9680,4441,8151,0,0,2748,4596,1401,4456,677,4281,6041,2037,5745,0,15982,6235,2773,1319,482,19089,5982,3707,4876,0,0,0,17007,14291,12163,6929,5893,2208,1679,1183,1006,10583,6107,1003,9093,4434,915,2043,572,1966,6975,2124,4691,13711,14232,16737,7797,4674,5683,8450,8014,4759,993,4382,409,495,981,1102,1777,1733,2395,3117,2159,3716,3972,3370,3260,4154,18941,5410,6632,9534,7082,13037,11903,4403,3702,2216,15799,15645,12266,10315,13961,7501,35687,13711,5214,3977,4093,3804,4193,3950,3431,3434,2946,5084,4300,7268,5530,5399,5334,7070,270
"G370","2014-2018",,,"North Carolina","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Carolina",10155624,10155624,6994240,2179622,121352,282264,6939,307906,263301,27712,235589,10155624,9219674,6433039,2146254,111360,280059,5677,22615,220670,6741,213929,935950,561201,33368,9992,2205,1262,285291,42631,20971,21660,10155624,9219674,935950,4660377,4215826,3781646,434180,332418,59507,21656,12289,8310,47381,42455,832,2523,1233,338,4815,5761,9824,85152,38580,253038,3918597,2573526,1886087,687439,173471,513968,1345071,1113548,231523,6881774,82023,1414,1111,2743,6552,13638,11810,20517,56376,36594,90138,135505,162954,155026,93465,1482960,297293,434625,1045166,652658,1345846,543580,116857,92923,9881292,663550,860399,510878,491861,701201,285781,6367622,3918597,266502,212515,207195,210335,210982,209328,193292,196956,167230,320322,387786,471985,303156,185224,183853,191936,52413,"North Carolina",0,0,7853,5653,1559,1935,674,7857,6193,1949,5679,0,99,1516,4749,1289,1938,507,2111,5381,769,5344,99,7378,2505,1362,418,373,7367,2446,1699,1623,0,99,99,10612,10901,10302,5585,4955,2235,1457,1022,767,1439,1402,208,359,243,128,611,537,794,2360,1817,4192,8585,10078,11207,5257,3676,4306,5616,5643,3232,1458,2058,297,260,353,653,931,895,1015,1999,1653,2099,3253,3745,3506,2131,9928,3964,6252,9052,5984,10152,6224,2519,2421,1522,10829,10675,10319,10282,12147,6646,25233,8585,3364,3109,2621,3206,3183,3217,3435,3294,2750,4284,4126,4959,3555,3256,2862,2986,224
"G380","2014-2018",,,"North Dakota","38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Dakota",752201,752201,655268,20445,39462,10814,378,7528,18306,1197,17109,752201,725672,639477,20113,38308,10664,366,972,15772,201,15571,26529,15791,332,1154,150,12,6556,2534,996,1538,752201,725672,26529,398937,359759,325252,34507,25195,5439,2152,1043,678,2150,1980,40,21,74,35,302,358,1485,13631,2329,18923,314903,188288,151214,37074,13122,23952,126615,98845,27770,490233,3019,59,93,33,105,185,178,311,851,855,10014,3654,5735,6201,5501,113235,18029,30831,79736,67212,105552,26902,6962,4980,727322,39838,39432,27124,24955,36522,18440,541011,314903,18064,13227,13158,12633,14064,13846,13219,13791,12919,24633,32414,45061,31435,20415,18541,17483,63473,"North Dakota",0,0,1118,779,725,486,154,977,1197,393,1140,0,106,485,767,687,497,154,499,1072,94,1065,107,969,130,290,84,19,860,581,388,418,0,106,107,2364,2175,2323,1105,905,580,355,203,163,322,316,42,16,80,22,142,99,322,726,316,877,1937,1839,1719,1299,776,1004,1999,1875,1133,659,387,62,67,32,58,65,104,150,197,199,599,417,454,515,474,1811,864,1058,1674,1537,1858,991,689,427,395,1865,1809,1933,1405,1940,1515,4034,1937,791,836,670,629,815,838,652,814,814,1121,1156,1345,1152,855,962,765,688
"G390","2014-2018",,,"Ohio","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio",11641879,11641879,9489832,1438271,23563,249741,3591,109792,327089,26734,300355,11641879,11210552,9220638,1418048,17723,247987,3055,18848,284253,6890,277363,431327,269194,20223,5840,1754,536,90944,42836,19844,22992,11641879,11210552,431327,5442764,4949445,4526389,423056,330803,51988,18620,12959,8686,87570,83286,954,2231,613,486,5501,4616,16359,121728,37230,220315,4654075,2953760,2145423,808337,219756,588581,1700315,1410748,289567,7937085,68548,1077,887,1370,2928,5768,5063,7014,18245,18715,93705,91594,154583,189952,126711,2333362,306116,543607,1080640,681630,1370810,613112,133086,88562,11319092,750715,895271,483340,479539,709431,299529,7701267,4654075,333406,226269,234656,241376,232036,238321,218745,224516,195864,374620,479196,586108,392130,241243,226944,208645,54533,"Ohio",0,0,3876,4428,1225,2128,434,3911,5261,1775,4987,0,293,1492,4353,953,2081,386,1650,4991,1053,4692,293,3668,1463,893,329,172,3558,1974,1438,1665,0,293,293,10571,11535,11184,5284,4411,1923,1195,970,656,2477,2429,166,277,162,139,574,427,1064,2631,1565,3500,10201,9256,11965,6827,3290,5595,6649,6674,3254,1257,1895,215,174,251,428,750,522,678,1084,884,1818,2302,3187,3645,2721,12355,4400,5849,8323,5868,8890,6717,2398,2027,1839,10354,12980,8915,7631,10259,7655,23286,10201,2949,2626,3295,3074,3347,2956,3501,2973,2831,3597,4666,4860,3747,3215,3233,2938,167
"G400","2014-2018",,,"Oklahoma","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oklahoma",3918137,3918137,2837772,287959,294676,83392,4471,106757,303110,15080,288030,3918137,3510616,2586110,282622,280638,82318,3982,4790,270156,2383,267773,407521,251662,5337,14038,1074,489,101967,32954,12697,20257,3918137,3510616,407521,1748344,1615004,1440542,174462,134848,23217,9056,5431,1910,7428,6831,197,73,112,215,1213,3041,4308,31322,15780,70248,1474620,975462,718745,256717,76016,180701,499158,414568,84590,2574001,25034,395,513,984,2008,4119,3285,5038,22959,10714,30704,42790,55258,68535,41452,677212,129195,191733,415100,198903,428829,157907,36285,25049,3802004,264018,343792,201321,203162,281194,112073,2396444,1474620,104686,79794,80385,81892,81511,79230,73745,73955,64010,121219,153601,179466,114397,65039,62455,59235,51424,"Oklahoma",0,0,3865,1848,2742,1137,545,3398,4246,1240,3957,0,0,626,1720,2635,1093,514,572,3712,551,3558,0,3816,622,1115,264,233,3348,1932,1110,1556,0,0,0,3884,4327,4652,2449,2297,951,746,599,289,606,647,119,56,55,109,324,340,369,1176,730,1545,3107,3716,3298,2967,1659,2239,3020,2760,1667,765,1116,132,144,183,353,421,434,478,1180,624,1218,1318,1364,1599,1254,4412,2262,2562,3453,2673,3975,2294,1151,986,857,4506,6478,4186,4430,5241,3021,9843,3107,1610,1748,1348,1526,1570,1573,1633,1629,1162,1782,1955,2341,1658,1385,1226,1325,213
"G410","2014-2018",,,"Oregon","41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oregon",4081943,4081943,3445933,77789,46961,174510,16006,127084,193660,20228,173432,4081943,3557987,3103557,74356,36776,172505,15301,6410,149082,2986,146096,523956,342376,3433,10185,2005,705,120674,44578,17242,27336,4081943,3557987,523956,1895393,1545544,1356677,188867,149842,23455,8847,4252,2471,85300,65312,8351,8646,2764,227,1813,4924,42256,71623,14170,129763,1591835,1005869,772458,233411,71845,161566,585966,439093,146873,2850693,30821,436,672,1458,2833,6033,3562,5917,23046,6850,23828,31477,39663,48210,49376,530622,125743,232529,499948,249852,583144,247490,62012,45171,4004544,249940,315307,186149,181530,255407,113868,2702343,1591835,95003,70503,74158,74284,78482,76181,70998,71889,64622,126644,166000,209965,142816,88215,90895,91180,59393,"Oregon",0,0,4552,1631,2043,1885,668,4467,3900,1851,3455,0,0,1164,1403,1501,1873,597,1118,2810,607,2784,0,4177,617,1246,461,327,4303,2518,1817,2040,0,0,0,5824,7031,6990,3917,3381,1146,942,657,416,2306,2264,761,742,376,91,428,488,1596,2218,1076,2793,4000,4521,5258,3160,1744,2859,3544,3618,2482,744,1451,150,174,395,396,697,431,784,1389,588,1438,1571,1748,1758,1488,5036,2755,3275,5441,3027,5345,3253,1825,1371,1416,5924,6519,5594,5283,5540,4420,12065,4000,1960,1883,1995,2076,1961,1897,1674,1880,1910,2423,2804,3113,2314,1761,1935,1887,384
"G420","2014-2018",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pennsylvania",12791181,12791181,10341442,1423319,24847,427892,4107,258694,310880,38055,272825,12791181,11886025,9826865,1360576,14419,424597,2702,20860,236006,9675,226331,905156,514577,62743,10428,3295,1405,237834,74874,28380,46494,12791181,11886025,905156,6032013,5104953,4593109,511844,397988,63885,26506,14083,9382,337633,224086,7724,45705,59380,738,6457,5874,29823,223371,43478,280424,5025132,3232070,2408669,823401,230451,592950,1793062,1484446,308616,8921363,88991,1462,1246,2438,3913,9083,8564,12498,29487,23434,110048,105405,165795,180765,130889,2784595,349060,487407,939376,741590,1661705,774543,177901,131168,12380149,715672,863277,487992,488522,724475,311901,8788310,5025132,315702,227537,243269,240294,238838,236685,218023,219863,199038,393025,507643,646375,450266,288974,296797,302803,59445,"Pennsylvania",0,0,5470,5104,1794,2249,445,5426,5951,2177,5473,0,108,1448,4028,1003,2084,290,1761,4501,1090,4503,108,5399,3366,1245,606,387,5237,2995,1810,2289,0,108,108,12277,13009,12633,5394,4794,2236,1419,827,744,4937,4357,691,1591,1656,178,695,422,1455,4310,1498,4045,9263,10250,12997,6398,3332,4884,6911,7093,3583,1002,2198,276,246,354,556,718,701,838,1550,1172,1954,2689,2965,2938,2659,12305,3916,4584,7116,6045,8564,6969,3052,2467,2042,9509,13403,7610,8609,10347,6317,25865,9263,3705,3220,3057,2902,2769,2930,3155,2461,3138,3807,3675,5171,4368,3649,3212,3261,234
"G440","2014-2018",,,"Rhode Island","44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rhode Island",1056611,1056611,854502,69254,5484,35663,863,58136,32709,7387,25322,1056611,897753,767727,59001,3708,35128,684,7090,24415,3145,21270,158858,86775,10253,1776,535,179,51046,8294,4242,4052,1056611,897753,158858,515872,457799,413105,44694,35302,5230,2024,1110,1028,12915,9388,39,418,3005,65,560,344,1770,18556,3498,20430,410885,255666,182276,73390,18624,54766,155219,126661,28558,733188,10680,153,93,687,1099,2437,3926,2399,4713,3362,8607,11618,13035,13466,11719,172787,34220,42214,90873,61136,145595,69830,15651,12888,1016029,56135,76920,39744,36519,58227,20480,728004,410885,27976,21929,18454,18404,16967,17116,16428,17307,12995,28967,38889,51575,40991,26330,29091,27466,63296,"Rhode Island",0,0,2988,1803,802,889,307,2932,1977,1141,1864,0,0,796,1171,535,856,274,999,1332,669,1407,0,2897,1429,571,252,137,2890,1233,783,953,0,0,0,2931,3415,3416,1942,1726,563,461,283,255,887,831,37,141,320,52,284,121,245,924,458,991,1911,1962,2044,1633,995,1429,1993,1878,1151,356,758,106,60,315,267,452,526,389,505,428,708,821,881,928,787,3176,1195,1542,2466,1649,2578,1941,716,950,462,2593,3162,2237,2352,2656,1959,5179,1911,1239,1022,887,946,1111,910,766,766,786,1084,1317,1814,1233,1037,957,957,705
"G450","2014-2018",,,"South Carolina","45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Carolina",4955925,4955925,3332986,1339360,16686,75084,3004,78597,110208,11089,99119,4955925,4680240,3156973,1328352,14187,74278,2812,8584,95054,2193,92861,275685,176013,11008,2499,806,192,70013,15154,8896,6258,4955925,4680240,275685,2215014,2033156,1825021,208135,161362,28832,10324,4804,2813,11816,10457,147,601,180,431,2427,2995,5446,46140,21134,91900,1894711,1249795,892969,356826,84331,272495,644916,542317,102599,3385002,37099,881,431,1163,2286,5480,4507,7395,21399,19363,41634,59281,87421,87004,60426,847337,151122,202163,496341,324446,588965,250813,51051,36994,4814032,346252,424380,246724,243896,346593,146246,3059941,1894711,145418,104615,100493,105989,105418,102763,91395,91331,82675,154561,194100,229417,144972,83699,81237,76628,51015,"South Carolina",0,0,3149,3139,993,1271,495,3449,3416,1191,3213,0,94,826,2761,681,1243,472,1199,3151,638,3039,94,3168,1194,799,267,111,3268,1468,1035,924,0,94,94,8095,8277,8701,4246,3868,1501,1083,665,455,1032,996,91,161,106,212,393,361,411,1491,1154,2062,6012,7097,6880,4404,2425,3332,4817,4316,2192,783,1285,214,151,256,387,686,527,794,1165,1129,1832,2213,2535,2281,2044,6951,3050,4036,4978,3799,5752,4136,1636,1420,1142,7185,10958,7456,5739,7509,6087,17003,6012,2716,2400,2349,2464,2287,2415,2007,2233,1860,2748,2890,3461,2581,1927,2012,1807,271
"G460","2014-2018",,,"South Dakota","46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Dakota",864289,864289,730062,16241,75331,12660,293,6613,23089,1193,21896,864289,832294,710810,15840,72263,12540,236,647,19958,109,19849,31995,19252,401,3068,120,57,5966,3131,1084,2047,864289,832294,31995,436525,388474,350530,37944,27975,6242,2099,1125,503,2448,2354,23,44,0,27,219,722,1643,15269,2694,25056,341565,216985,170352,46633,14849,31784,124580,102442,22138,567083,3834,63,49,162,215,388,405,296,1174,781,10525,5368,7934,9093,6657,147729,25533,36032,84293,65075,112426,34166,8813,6072,834921,52226,60918,33849,34789,52476,23925,576738,341565,19651,16586,15062,16097,16961,19342,16256,16431,15018,28790,37893,49022,30544,16219,14305,13388,56499,"South Dakota",0,0,1118,749,1181,479,100,838,1583,332,1586,0,223,338,724,1014,479,90,361,1496,71,1494,223,1032,135,426,82,38,744,502,324,411,0,223,223,2456,2599,2516,1137,958,536,311,303,146,500,488,20,44,22,31,109,166,268,817,329,992,2003,1903,1824,1261,767,982,1794,1791,856,678,391,51,45,75,147,183,154,95,236,140,676,422,553,560,478,2224,1040,1212,1850,1585,2149,1197,723,483,523,2321,2720,2079,1844,2436,1530,3844,2003,803,904,797,791,779,908,817,775,759,1032,1336,1202,1019,769,654,593,508
